Sale_ID,Farmer_ID,Farm_ID,Market_ID,Crop,Quantity_Sold_kg,Market_Price_Naira,Transport_Cost,Storage_Cost,Loss_Transit_kg,Stored_kg,Capacity_kg,Sale_Date
S2324,F104,FP0982,M193,Yam,2065.04,130.89,6069.02,3685.43,11.72,1733.44,2017.34,26/12/2024
S2325,F044,FP1296,M902,Yam,2876.04,365.02,7310.98,3755.5,120.81,2123.72,2710.79,03/11/2024
S2326,F158,FP1324,M951,Sorghum,1938.03,323.23,7940.21,715.57,28.19,1596.16,1830.75,20/04/2024
S2327,F286,FP0532,M894,Rice,2586.77,218.96,7388.39,3137.45,7.86,2501.26,3143.0,13/05/2024
S2328,F240,FP0679,M313,Yam,795.02,261.98,5787.44,1874.28,32.16,717.5,848.26,23/07/2024
S2329,F106,FP0392,M696,Cassava,1908.68,268.15,7681.33,3215.08,46.33,1485.35,1650.11,22/06/2024
S2330,F143,FP0678,M513,Cassava,2190.74,298.32,5104.69,4341.15,49.03,1951.69,2164.67,20/10/2024
S2331,F294,FP0737,M302,Maize,1279.35,156.39,4058.35,2148.56,49.87,1231.61,1486.8,10/11/2024
S2332,F297,FP0455,M057,Maize,1562.36,181.89,1514.61,3274.49,42.17,1379.92,1553.57,13/07/2024
S2333,F226,FP0443,M206,Sorghum,2057.07,145.31,3983.47,1878.32,93.83,1495.65,1856.02,02/02/2024
S2334,F107,FP0444,M701,Cassava,1737.36,210.46,9820.77,3737.1,31.45,1557.51,1874.82,21/03/2024
S2335,F023,FP1399,M575,Rice,1277.74,311.73,3717.93,1937.64,45.86,1215.7,1433.44,23/03/2024
S2336,F153,FP1041,M551,Cassava,1109.53,211.2,726.2,3483.84,11.96,1079.79,1259.36,07/01/2024
S2337,F292,FP0355,M582,Maize,1016.6,250.6,2634.22,2091.25,47.8,722.62,797.78,13/09/2024
S2338,F180,FP1433,M031,Rice,2675.17,284.57,3564.34,4233.82,20.99,2191.98,2623.76,13/01/2024
S2339,F182,FP0809,M473,Rice,1593.83,172.8,6826.04,3558.6,19.71,1225.66,1537.57,04/03/2024
S2340,F030,FP1290,M227,Rice,1583.68,114.19,4793.64,3834.99,31.73,1494.83,1757.28,13/02/2024
S2341,F004,FP1463,M310,Yam,1574.01,265.58,5977.66,4593.98,55.36,1137.94,1366.55,11/01/2024
S2342,F234,FP1361,M571,Cassava,2194.04,206.45,3109.06,2441.8,66.36,1545.53,1956.72,18/02/2024
S2343,F219,FP1301,M578,Sorghum,1770.48,221.04,2743.65,3596.98,17.2,1630.19,2051.63,08/06/2024
S2344,F228,FP0227,M063,Rice,1557.99,372.55,3800.7,3646.11,57.92,1457.39,1727.05,20/05/2024
S2345,F171,FP0992,M034,Sorghum,1974.91,303.05,6584.27,3378.32,95.71,1654.33,1852.74,29/08/2024
S2346,F235,FP1041,M594,Yam,1346.89,331.46,2469.58,5828.68,14.97,1094.99,1298.56,14/10/2024
S2347,F104,FP1406,M455,Sorghum,1027.7,320.66,5370.79,3947.85,36.12,805.27,931.6,05/05/2024
S2348,F107,FP0907,M463,Rice,1347.8,182.89,7903.29,1146.0,49.03,1098.08,1426.0,06/10/2024
S2349,F284,FP0432,M675,Maize,1291.25,254.65,6308.71,4693.44,37.31,1180.68,1405.55,22/07/2024
S2350,F214,FP0576,M065,Maize,1699.87,379.22,3141.26,2004.99,40.53,1583.19,1883.07,25/11/2024
S2351,F019,FP0225,M618,Maize,2648.33,34.83,4135.76,6661.39,83.41,2100.61,2371.07,18/02/2024
S2352,F034,FP0414,M355,Sorghum,1380.69,322.56,4837.3,4166.59,65.04,1198.81,1368.49,07/05/2024
S2353,F075,FP0036,M242,Sorghum,1497.46,131.94,6239.41,1035.15,62.75,1085.91,1282.07,17/10/2024
S2354,F098,FP1292,M662,Yam,1745.69,338.49,7975.55,1608.51,43.07,1620.3,1801.43,08/06/2024
S2355,F246,FP0055,M977,Sorghum,1652.48,286.03,5001.71,4278.3,3.02,1523.84,1930.5,02/11/2024
S2356,F018,FP0818,M770,Sorghum,2424.35,251.93,4548.88,4823.83,83.69,1992.72,2194.21,07/09/2024
S2357,F198,FP0243,M507,Rice,1907.23,258.47,4853.35,5530.27,62.18,1647.23,1915.07,24/08/2024
S2358,F162,FP0656,M959,Maize,1570.65,196.78,7088.77,8143.37,67.43,1433.47,1724.3,23/02/2024
S2359,F295,FP0041,M560,Maize,1857.58,148.18,7134.28,2016.23,11.82,1537.54,1715.13,23/03/2024
S2360,F019,FP0994,M571,Maize,2183.79,364.41,5582.44,4158.81,21.55,1869.28,2101.62,20/01/2024
S2361,F251,FP0339,M618,Sorghum,1987.63,360.29,5946.67,2866.35,62.23,1919.36,2301.38,06/09/2024
S2362,F145,FP1351,M154,Maize,959.08,153.83,3129.21,1329.17,20.05,711.6,907.18,31/05/2024
S2363,F137,FP0163,M081,Rice,910.73,320.27,5200.02,3817.21,32.78,669.64,869.96,24/09/2024
S2364,F157,FP1290,M256,Cassava,1300.83,327.7,5186.04,4376.4,36.67,1036.39,1324.41,13/03/2024
S2365,F100,FP0316,M393,Rice,2238.21,277.39,4874.05,3724.44,89.84,1761.6,2179.11,22/09/2024
S2366,F058,FP0582,M999,Rice,1903.1,205.91,7419.58,284.37,20.04,1677.31,2003.42,10/03/2024
S2367,F144,FP0085,M524,Rice,1818.11,189.26,4381.51,2638.03,43.08,1362.26,1693.31,01/08/2024
S2368,F028,FP0848,M266,Maize,1385.43,241.52,5243.01,1566.37,68.81,1044.29,1246.99,08/06/2024
S2369,F062,FP0875,M511,Yam,1600.65,245.42,4378.07,3605.49,7.51,1457.29,1661.1,18/06/2024
S2370,F047,FP1020,M137,Maize,1386.73,253.62,5580.55,3470.04,41.22,1010.11,1237.38,28/06/2024
S2371,F016,FP1480,M510,Maize,2165.42,333.92,6302.39,3065.82,37.35,1929.18,2462.92,08/04/2024
S2372,F130,FP1038,M359,Sorghum,1604.16,114.18,3912.18,4238.78,69.63,1255.05,1586.57,05/06/2024
S2373,F064,FP1182,M674,Sorghum,868.57,202.57,6810.43,2623.31,40.58,703.7,882.02,04/10/2024
S2374,F055,FP0487,M151,Maize,2712.14,245.68,5948.46,536.58,80.37,2420.53,2760.66,20/04/2024
S2375,F128,FP0697,M999,Sorghum,1933.02,333.94,8181.49,1427.41,9.89,1515.48,1746.72,27/10/2024
S2376,F049,FP0624,M453,Sorghum,2009.74,344.76,6846.34,1058.58,57.85,1795.6,2112.68,05/11/2024
S2377,F096,FP0938,M031,Yam,2355.22,198.41,6059.05,4284.36,102.61,1844.54,2326.81,17/04/2024
S2378,F087,FP0509,M712,Maize,1531.72,254.1,1752.32,3966.8,75.75,1149.45,1444.48,10/11/2024
S2379,F021,FP1016,M711,Rice,2325.72,234.08,4078.05,3104.87,101.71,1730.21,1960.27,09/02/2024
S2380,F082,FP0640,M359,Yam,1479.81,241.51,3604.47,3918.06,37.86,1433.62,1591.95,05/08/2024
S2381,F087,FP1264,M337,Maize,2421.93,275.6,6513.91,2799.71,60.59,2178.41,2538.76,03/05/2024
S2382,F116,FP1496,M131,Yam,1539.02,187.7,3022.37,2301.79,29.67,1335.94,1570.35,30/06/2024
S2383,F098,FP1240,M636,Sorghum,2290.7,178.98,2652.54,2243.38,60.78,1817.74,2189.28,19/04/2024
S2384,F165,FP0455,M918,Cassava,2853.43,177.77,4795.47,2471.8,118.93,2815.22,3629.09,11/08/2024
S2385,F247,FP0624,M207,Maize,1120.07,233.68,5716.77,2822.9,44.18,972.38,1164.93,12/10/2024
S2386,F271,FP1260,M291,Rice,1915.56,193.05,5441.21,2746.96,17.05,1857.96,2286.07,26/08/2024
S2387,F255,FP1167,M615,Sorghum,1901.76,294.36,2017.67,2583.94,40.32,1770.96,2070.6,13/10/2024
S2388,F022,FP0428,M032,Rice,2358.31,165.85,5815.86,3116.73,22.52,2270.79,2915.97,01/04/2024
S2389,F252,FP1243,M713,Rice,3458.79,292.11,5720.03,2657.77,33.87,3389.47,4403.22,26/09/2024
S2390,F010,FP1492,M336,Rice,1941.22,189.29,4114.69,2213.88,31.88,1472.35,1792.2,09/05/2024
S2391,F274,FP0410,M358,Rice,2386.87,273.04,6166.69,2509.29,32.58,2030.84,2239.2,24/11/2024
S2392,F277,FP1265,M156,Rice,3071.05,134.31,5850.88,4458.55,106.8,2590.8,2872.64,20/05/2024
S2393,F242,FP0143,M823,Yam,1743.53,262.1,9706.89,4467.09,71.77,1547.52,2002.84,07/11/2024
S2394,F290,FP1193,M266,Sorghum,1839.5,224.3,5735.68,3277.22,43.55,1636.55,1960.69,23/02/2024
S2395,F260,FP0935,M560,Cassava,2033.6,328.86,7933.8,4668.05,90.93,1446.82,1599.85,27/12/2024
S2396,F119,FP0996,M923,Yam,2459.0,188.72,3005.88,1414.12,16.19,2264.39,2885.25,02/03/2024
S2397,F182,FP0865,M776,Maize,1594.41,238.13,7549.54,3649.43,4.97,1142.9,1402.9,05/10/2024
S2398,F040,FP0634,M647,Maize,1210.59,268.56,1072.66,1991.39,39.65,948.19,1204.69,19/06/2024
S2399,F274,FP0840,M390,Cassava,1771.57,324.01,5124.86,3509.29,28.03,1685.09,2139.47,27/10/2024
S2400,F187,FP1455,M885,Yam,3393.29,334.11,6312.26,1523.35,2.4,3110.43,3649.32,01/08/2024
S2401,F297,FP0030,M302,Sorghum,1376.93,171.45,4022.63,7394.28,4.47,1309.89,1616.31,16/03/2024
S2402,F089,FP1258,M168,Rice,2725.21,112.99,3984.89,3094.22,60.42,2503.62,2796.03,07/11/2024
S2403,F048,FP1226,M059,Maize,1094.4,381.26,5059.16,2721.12,9.46,831.31,998.48,08/06/2024
S2404,F093,FP0628,M844,Sorghum,1990.53,265.56,4295.9,1505.72,33.98,1556.85,1821.73,22/12/2024
S2405,F030,FP0298,M061,Maize,1974.82,254.07,7874.58,4110.59,8.71,1433.38,1843.4,03/04/2024
S2406,F028,FP0485,M077,Maize,2384.11,326.08,1622.71,2085.69,70.47,2190.68,2491.09,27/03/2024
S2407,F040,FP0690,M329,Maize,2504.06,250.41,3574.89,1270.08,46.89,2345.36,2681.93,06/05/2024
S2408,F060,FP0862,M739,Cassava,1991.27,310.54,4495.71,1946.04,93.85,1577.75,1950.38,08/03/2024
S2409,F210,FP0256,M683,Rice,1798.65,224.43,2754.2,5501.7,25.82,1426.59,1677.47,12/03/2024
S2410,F255,FP1375,M547,Rice,1681.14,206.88,5674.29,2233.88,70.21,1461.77,1728.98,12/04/2024
S2411,F252,FP0135,M843,Rice,2034.28,202.27,6418.08,167.36,70.95,1532.08,1775.66,17/02/2024
S2412,F030,FP0414,M871,Sorghum,1631.57,313.01,5167.17,3896.04,28.46,1381.88,1680.01,18/08/2024
S2413,F037,FP0246,M283,Sorghum,2276.08,283.98,6466.51,2847.94,19.4,2159.66,2672.38,16/07/2024
S2414,F177,FP0358,M614,Yam,1576.44,186.64,5183.0,3874.15,78.33,1177.15,1428.76,26/06/2024
S2415,F040,FP0679,M603,Rice,1329.35,134.99,6955.87,2265.61,19.19,1188.18,1469.07,24/12/2024
S2416,F199,FP0017,M218,Rice,2564.83,302.56,3954.62,2875.62,95.3,2540.59,3074.93,16/02/2024
S2417,F163,FP0101,M327,Rice,1850.4,265.78,550.49,5292.95,20.19,1580.21,1804.83,17/01/2024
S2418,F006,FP1357,M944,Yam,1748.73,270.41,3875.81,5489.13,55.18,1707.77,2055.14,12/03/2024
S2419,F128,FP0770,M051,Sorghum,2339.51,185.91,3843.23,6202.62,65.95,1965.6,2289.13,18/01/2024
S2420,F163,FP0971,M648,Maize,1289.92,189.92,3738.71,1762.25,23.15,1027.69,1151.96,22/03/2024
S2421,F149,FP1265,M123,Maize,1646.41,96.77,2932.62,1427.79,53.33,1360.63,1587.78,05/04/2024
S2422,F078,FP0948,M258,Cassava,1682.08,173.7,3968.36,2332.55,39.26,1638.25,1902.43,12/01/2024
S2423,F086,FP0129,M510,Yam,2863.84,293.87,6841.43,3431.65,85.0,2381.86,2913.78,23/07/2024
S2424,F174,FP0687,M209,Sorghum,1283.06,230.41,3591.28,3307.29,46.41,1080.43,1241.11,21/06/2024
S2425,F031,FP1380,M318,Cassava,1339.71,346.14,1859.53,4848.43,2.69,1131.74,1335.71,16/09/2024
S2426,F030,FP0322,M648,Sorghum,1819.46,205.74,7733.49,3469.71,24.5,1332.49,1579.24,24/07/2024
S2427,F096,FP1064,M768,Rice,1354.65,243.89,5899.13,4175.1,11.27,1189.28,1347.22,01/11/2024
S2428,F081,FP0350,M653,Sorghum,2014.95,358.85,4188.29,2283.47,19.99,1993.94,2569.33,12/03/2024
S2429,F094,FP1319,M549,Maize,2546.77,196.59,7039.03,2966.32,122.23,1881.98,2195.57,07/06/2024
S2430,F014,FP0192,M807,Yam,1658.62,132.43,8495.33,3077.5,28.7,1555.55,1755.11,25/03/2024
S2431,F096,FP0203,M447,Cassava,1501.75,195.28,3817.3,5081.95,15.05,1258.73,1550.41,03/06/2024
S2432,F151,FP0829,M559,Yam,1483.6,338.44,3851.0,3273.54,63.63,1175.39,1336.32,16/02/2024
S2433,F298,FP0642,M807,Rice,1986.36,148.7,4560.3,1999.31,55.16,1821.97,2060.33,03/01/2024
S2434,F134,FP0504,M953,Yam,2289.45,299.08,7569.83,2289.18,53.89,1930.47,2256.61,23/12/2024
S2435,F283,FP1467,M263,Yam,1811.03,96.9,5755.42,5630.06,34.07,1383.17,1652.14,27/12/2024
S2436,F146,FP0530,M528,Rice,2471.48,223.85,5534.64,933.15,47.89,1910.02,2451.3,09/03/2024
S2437,F113,FP0721,M636,Yam,1678.32,254.45,5922.46,2226.85,23.76,1376.16,1603.81,01/11/2024
S2438,F044,FP1356,M999,Sorghum,2678.19,348.25,8028.0,85.04,65.39,2191.17,2441.69,14/01/2024
S2439,F135,FP1395,M822,Rice,2945.9,322.17,1681.28,864.7,113.1,2258.06,2758.68,04/07/2024
S2440,F134,FP0385,M056,Yam,1802.19,205.32,628.75,2600.84,55.02,1445.28,1827.77,09/02/2024
S2441,F023,FP0144,M869,Cassava,1108.38,237.16,3370.99,2037.23,10.42,990.53,1116.94,03/06/2024
S2442,F241,FP0780,M837,Yam,2296.99,286.03,3529.68,5913.12,75.12,1907.93,2228.3,18/03/2024
S2443,F239,FP0010,M302,Maize,2283.27,339.65,5336.35,1023.17,93.76,1793.48,2111.58,13/05/2024
S2444,F013,FP1414,M954,Sorghum,912.62,81.53,5921.56,4699.68,7.46,901.26,1067.4,24/02/2024
S2445,F298,FP1105,M923,Maize,1752.1,358.26,3194.36,4253.26,60.1,1470.85,1642.25,01/12/2024
S2446,F103,FP1422,M366,Rice,2356.78,208.3,2213.71,4845.92,1.44,2259.54,2848.62,06/03/2024
S2447,F086,FP0760,M454,Yam,1359.63,211.8,2853.49,3431.19,30.91,1186.15,1395.86,30/11/2024
S2448,F130,FP0775,M480,Rice,1415.02,289.1,3150.63,4839.39,54.57,1398.01,1650.13,05/08/2024
S2449,F196,FP1340,M243,Yam,1550.05,246.3,5543.88,2922.12,46.78,1205.31,1478.7,14/09/2024
S2450,F088,FP0742,M972,Sorghum,2555.64,148.11,7042.92,4233.51,42.82,2074.79,2478.77,05/07/2024
S2451,F189,FP1214,M899,Yam,2149.2,318.19,4552.9,4429.83,45.57,1576.44,1790.47,11/12/2024
S2452,F042,FP0483,M987,Sorghum,2088.27,403.43,2764.24,3259.17,99.01,1511.91,1665.2,12/05/2024
S2453,F189,FP0160,M814,Yam,1298.3,90.66,3151.28,3552.88,47.23,985.78,1244.61,10/08/2024
S2454,F038,FP0386,M521,Yam,1348.2,319.97,4218.15,3282.72,8.19,963.37,1113.99,23/08/2024
S2455,F090,FP1454,M219,Rice,1944.43,350.96,4925.98,1738.43,66.73,1575.24,2012.89,05/08/2024
S2456,F126,FP1171,M280,Sorghum,2641.44,135.9,9089.93,2764.3,108.19,2116.42,2453.42,16/05/2024
S2457,F082,FP0448,M999,Rice,1758.54,331.86,4008.08,5834.99,1.54,1325.27,1552.39,01/06/2024
S2458,F189,FP0084,M225,Maize,1433.16,230.31,7688.16,2438.1,25.6,1276.65,1556.44,29/09/2024
S2459,F153,FP0096,M565,Maize,2159.68,244.92,4674.18,2049.32,9.08,1990.37,2288.38,05/03/2024
S2460,F073,FP0212,M432,Rice,1593.92,202.15,9615.38,1884.45,34.36,1463.28,1794.84,25/06/2024
S2461,F275,FP1167,M582,Sorghum,1640.93,236.38,3625.29,4647.35,20.03,1627.07,2013.98,18/10/2024
S2462,F185,FP1352,M604,Cassava,614.56,202.83,6636.63,2558.86,11.46,514.71,574.06,07/11/2024
S2463,F003,FP1473,M399,Yam,1389.58,270.85,3397.56,3684.3,61.28,1379.93,1693.95,19/09/2024
S2464,F272,FP0694,M545,Rice,1598.98,292.16,5222.13,396.4,74.15,1589.51,1773.5,04/08/2024
S2465,F235,FP1155,M670,Maize,3020.89,207.23,5239.64,3151.1,112.8,2477.8,2816.73,09/08/2024
S2466,F185,FP1415,M423,Rice,1969.1,266.53,5122.62,6015.93,56.21,1948.52,2452.66,11/11/2024
S2467,F297,FP0302,M216,Maize,1350.69,277.34,3560.48,2747.88,16.46,1153.78,1466.28,10/07/2024
S2468,F178,FP1010,M773,Rice,2788.31,276.85,3623.85,2862.16,130.42,2431.41,2779.2,18/12/2024
S2469,F046,FP0474,M082,Sorghum,1649.32,168.54,7306.34,2539.97,55.37,1539.63,1778.84,23/07/2024
S2470,F091,FP0469,M863,Yam,1914.82,147.72,9461.64,3204.29,26.11,1862.97,2301.96,16/04/2024
S2471,F241,FP0702,M496,Rice,1445.94,75.26,4612.77,874.43,9.38,1020.28,1206.85,24/08/2024
S2472,F015,FP1065,M965,Cassava,1916.87,247.02,8041.7,3152.41,30.49,1686.32,2184.09,25/04/2024
S2473,F282,FP0500,M209,Rice,1872.02,241.27,2679.93,819.98,5.96,1320.56,1538.35,30/12/2024
S2474,F066,FP0639,M205,Sorghum,1965.03,380.2,4697.4,3385.03,41.34,1734.72,2068.01,17/06/2024
S2475,F179,FP0148,M465,Rice,1305.42,211.03,6513.45,3645.83,36.4,1125.84,1345.51,23/06/2024
S2476,F216,FP0687,M828,Yam,1833.36,287.67,5336.77,3354.73,13.91,1459.16,1845.15,17/04/2024
S2477,F116,FP0419,M202,Yam,1813.46,251.35,5017.75,5635.91,35.37,1558.98,1767.89,17/01/2024
S2478,F213,FP1167,M702,Yam,1391.98,221.01,6947.77,3457.29,5.47,1250.29,1518.18,14/10/2024
S2479,F073,FP0261,M743,Sorghum,2102.67,210.5,7242.37,2269.86,78.64,2093.17,2337.27,08/07/2024
S2480,F025,FP1096,M593,Yam,1987.38,263.62,5778.88,2275.69,44.87,1572.43,1965.81,16/01/2024
S2481,F097,FP0831,M012,Sorghum,2209.73,178.52,8709.81,4676.68,68.97,1650.16,2008.22,08/08/2024
S2482,F045,FP0970,M593,Rice,2486.25,185.99,7289.12,3564.11,93.41,2050.21,2568.89,11/10/2024
S2483,F276,FP0384,M589,Sorghum,1425.41,190.52,6095.07,3197.43,26.75,1315.96,1708.03,08/03/2024
S2484,F112,FP0409,M108,Yam,1795.4,259.91,5103.72,3167.43,11.09,1460.61,1883.84,21/04/2024
S2485,F093,FP0969,M165,Cassava,1177.04,225.48,2805.21,3045.66,17.03,898.54,1008.28,24/07/2024
S2486,F138,FP0716,M814,Sorghum,1363.01,232.85,3879.56,4225.35,14.84,1179.03,1379.94,22/05/2024
S2487,F162,FP0642,M044,Rice,734.1,261.79,3752.4,4309.48,3.88,584.21,685.07,14/09/2024
S2488,F289,FP0673,M864,Yam,1442.11,271.56,4392.09,3217.68,61.94,1241.21,1462.68,25/08/2024
S2489,F279,FP0217,M321,Cassava,1790.38,300.68,5530.82,2645.45,14.05,1407.03,1807.91,23/07/2024
S2490,F203,FP0717,M985,Yam,2320.96,247.33,4339.3,3071.55,38.77,1825.49,2202.51,01/12/2024
S2491,F080,FP0496,M604,Yam,2307.52,310.66,7023.14,3368.17,44.23,1734.52,2222.71,02/08/2024
S2492,F259,FP0698,M929,Cassava,1762.62,135.34,6481.81,4477.1,54.54,1450.79,1780.53,08/11/2024
S2493,F192,FP0884,M615,Yam,1914.88,172.78,2305.26,3061.16,57.41,1696.54,2205.13,12/01/2024
S2494,F231,FP0102,M827,Yam,1944.96,332.49,4046.96,6129.63,55.36,1551.12,1783.77,16/12/2024
S2495,F266,FP1159,M757,Yam,1826.94,155.86,5805.31,2894.31,67.87,1328.72,1560.0,09/10/2024
S2496,F089,FP0195,M414,Yam,2013.49,194.18,75.34,1262.4,91.94,1718.31,1956.48,07/07/2024
S2497,F011,FP0322,M668,Cassava,2293.15,188.3,5661.92,2384.41,54.14,2102.63,2413.53,14/06/2024
S2498,F189,FP0092,M806,Sorghum,1268.28,227.02,5267.27,1278.76,1.96,938.27,1044.26,24/08/2024
S2499,F175,FP0474,M911,Cassava,1593.74,406.67,1625.16,1411.01,35.35,1335.17,1651.25,31/03/2024
S2500,F182,FP0036,M212,Sorghum,2732.67,245.69,3484.59,494.73,15.19,2710.38,3252.57,18/06/2024
S2501,F046,FP0668,M401,Maize,1591.28,309.37,4361.87,1628.02,19.48,1530.22,1961.4,04/01/2024
S2502,F181,FP0145,M827,Sorghum,1356.02,311.95,6479.52,5227.82,27.55,1253.75,1550.14,28/08/2024
S2503,F268,FP0266,M528,Rice,2358.82,275.13,3956.34,1633.24,49.19,2261.28,2519.23,02/10/2024
S2504,F213,FP1061,M393,Sorghum,2412.32,213.16,9101.54,1369.92,78.05,1776.18,2229.67,31/12/2024
S2505,F006,FP1401,M931,Rice,1957.16,133.92,7587.64,1836.78,71.05,1383.94,1655.42,22/07/2024
S2506,F122,FP1018,M595,Yam,1862.43,185.22,3434.27,1559.33,3.72,1766.5,2199.35,18/09/2024
S2507,F093,FP0656,M766,Maize,1943.14,180.87,4290.99,3619.57,76.5,1727.02,2051.72,15/03/2024
S2508,F109,FP0693,M251,Maize,1607.51,213.69,7167.1,1917.46,46.6,1533.76,1919.64,27/03/2024
S2509,F209,FP1320,M570,Cassava,1364.54,187.87,6339.74,1584.02,9.68,1105.19,1360.83,04/09/2024
S2510,F268,FP0126,M992,Maize,1305.17,175.84,1563.04,1599.21,41.9,995.88,1114.81,22/08/2024
S2511,F249,FP0990,M169,Rice,1775.82,208.13,3882.37,4003.45,21.73,1722.12,2063.64,24/06/2024
S2512,F113,FP0097,M819,Rice,1440.73,368.25,3822.62,2229.3,56.72,1136.14,1350.8,17/10/2024
S2513,F124,FP0552,M653,Sorghum,2486.37,151.19,88.15,1483.44,17.41,1945.81,2154.3,27/05/2024
S2514,F205,FP1100,M466,Rice,2501.45,215.89,7575.46,116.69,70.48,1770.48,2259.19,06/06/2024
S2515,F184,FP1040,M977,Yam,2588.23,336.21,4643.78,689.44,82.03,2545.36,2880.48,31/12/2024
S2516,F238,FP0022,M180,Cassava,1918.24,130.04,5331.78,3796.18,71.33,1595.9,1849.61,16/03/2024
S2517,F162,FP1085,M085,Cassava,2083.78,175.06,100.05,3579.04,26.81,1838.38,2338.11,15/01/2024
S2518,F253,FP1225,M532,Maize,2071.83,352.13,359.97,2559.65,15.37,1979.17,2407.95,12/05/2024
S2519,F107,FP0250,M336,Sorghum,2250.56,197.18,6239.48,2627.28,97.93,1821.26,2188.64,26/07/2024
S2520,F265,FP1244,M216,Cassava,1449.12,316.94,5697.76,3230.39,70.46,1221.74,1563.83,27/10/2024
S2521,F098,FP0511,M918,Yam,1291.13,265.46,8232.53,1055.39,24.17,1234.04,1435.01,27/11/2024
S2522,F252,FP1453,M350,Yam,1900.9,303.23,2924.04,517.43,16.67,1427.07,1719.69,08/01/2024
S2523,F180,FP0791,M149,Cassava,1715.06,265.32,4636.68,2628.91,19.28,1544.62,1719.09,24/04/2024
S2524,F116,FP0608,M331,Maize,2383.6,205.66,5827.9,3795.04,86.85,1775.85,2169.61,28/11/2024
S2525,F081,FP1074,M087,Maize,1365.7,158.27,4965.14,1917.41,38.88,1036.68,1243.77,25/09/2024
S2526,F154,FP0162,M019,Maize,1910.5,222.29,7241.34,4103.08,34.73,1852.12,2311.96,23/07/2024
S2527,F145,FP0445,M618,Rice,2305.77,302.75,7430.13,5851.33,58.5,2047.34,2641.9,10/10/2024
S2528,F013,FP1281,M514,Maize,1005.89,179.18,5188.46,3649.69,27.04,994.32,1262.11,29/01/2024
S2529,F260,FP0057,M969,Cassava,2060.87,316.18,3427.94,4702.57,25.21,1718.74,2070.38,19/12/2024
S2530,F113,FP1188,M004,Yam,1787.08,226.59,5948.27,3616.37,20.4,1752.95,2228.88,31/03/2024
S2531,F155,FP0627,M207,Maize,1110.54,104.1,5201.53,2718.46,30.65,790.78,966.2,07/04/2024
S2532,F240,FP1289,M033,Cassava,1100.33,252.7,3567.99,3847.12,49.85,1012.3,1299.28,24/09/2024
S2533,F244,FP0735,M230,Sorghum,1358.63,266.62,3780.7,2600.56,16.57,1074.44,1226.52,01/09/2024
S2534,F227,FP0715,M714,Rice,2555.84,125.25,6738.16,4600.98,99.86,2145.07,2589.93,20/11/2024
S2535,F012,FP0984,M488,Yam,2015.23,154.71,3602.89,639.93,44.53,1454.83,1739.48,11/04/2024
S2536,F170,FP0077,M965,Rice,2125.37,266.23,5261.35,4075.38,63.58,1551.44,1889.46,18/10/2024
S2537,F174,FP0510,M579,Yam,2059.96,168.62,4141.26,3049.69,93.21,1447.91,1717.15,25/11/2024
S2538,F209,FP0980,M182,Yam,1379.76,163.43,4379.82,3944.69,42.39,1046.46,1319.75,01/01/2024
S2539,F186,FP0531,M348,Cassava,1683.12,213.81,8041.33,2605.54,22.78,1305.3,1542.13,17/06/2024
S2540,F164,FP0764,M232,Rice,2043.66,295.49,2911.63,4271.89,97.22,1741.58,2094.84,15/05/2024
S2541,F221,FP0110,M570,Sorghum,2732.86,217.42,6182.12,2102.11,37.62,2624.03,3017.12,14/09/2024
S2542,F190,FP0762,M360,Cassava,2003.14,231.21,4502.68,2071.81,97.88,1587.77,1886.28,06/09/2024
S2543,F030,FP0792,M944,Yam,1873.77,298.53,3583.53,3601.29,47.74,1315.3,1681.84,24/03/2024
S2544,F093,FP1437,M759,Maize,2174.14,262.54,3363.54,2832.11,73.16,1638.52,2051.57,14/08/2024
S2545,F255,FP1115,M484,Cassava,1417.73,285.21,5673.62,4626.24,58.31,1138.05,1408.21,25/02/2024
S2546,F113,FP0885,M892,Rice,1518.72,229.38,6498.45,2996.77,38.1,1410.67,1611.89,28/09/2024
S2547,F116,FP0955,M013,Cassava,1671.69,161.53,7472.84,2326.45,77.53,1406.83,1740.18,19/10/2024
S2548,F172,FP0644,M479,Yam,1774.86,255.09,4916.68,3456.54,17.03,1600.15,1863.78,28/03/2024
S2549,F179,FP1449,M541,Sorghum,837.73,230.24,5286.57,1864.83,6.58,800.62,978.38,30/08/2024
S2550,F146,FP0380,M168,Rice,2537.73,138.73,3504.51,3915.85,98.94,2273.93,2860.03,27/04/2024
S2551,F283,FP0262,M487,Rice,1759.29,299.98,5457.88,3635.9,75.32,1723.85,2058.96,08/07/2024
S2552,F169,FP1367,M230,Rice,1919.91,254.25,5940.69,800.81,33.98,1427.45,1665.47,18/08/2024
S2553,F133,FP1298,M618,Maize,2024.41,153.55,630.25,2695.55,77.2,1604.15,1945.28,25/07/2024
S2554,F297,FP0690,M384,Cassava,1867.47,56.8,4421.75,3609.81,60.3,1338.21,1581.44,21/08/2024
S2555,F102,FP1317,M085,Cassava,1651.78,291.85,9757.93,2891.03,58.17,1536.34,1695.96,04/12/2024
S2556,F140,FP0066,M999,Rice,2705.03,264.05,7487.09,4277.83,50.51,2475.11,2868.55,06/08/2024
S2557,F248,FP0486,M415,Cassava,1722.17,304.17,3672.89,5566.0,48.22,1614.15,1880.71,20/04/2024
